rndrng_prvdr_geo_lvl,rndrng_prvdr_geo_cd,rndrng_prvdr_geo_desc,drg_cd,drg_desc,tot_dschrgs,avg_submtd_cvrd_chrg,avg_tot_pymt_amt,avg_mdcr_pymt_amt,year
State,06,California,514,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITHOUT CC/MCC",36,70002.194444,11801.333333,9275.8888889,2019
State,06,California,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,420,182129.7,31271.666667,28136.419048,2019
State,06,California,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,1290,118569.57597,18479.67907,15749.672868,2019
State,06,California,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,1161,88614.892334,13720.665805,11051.602929,2019
State,06,California,518,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,312,222465.03846,34184.967949,30036.205128,2019
State,06,California,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,795,134153.41132,19654.245283,16738.071698,2019
State,06,California,520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,595,91389.847059,13648.833613,10576.968067,2019
State,06,California,533,FRACTURES OF FEMUR WITH MCC,87,76236.183908,14253.425287,12723.724138,2019
State,06,California,534,FRACTURES OF FEMUR WITHOUT MCC,263,45500.365019,7745.5323194,6378.1711027,2019
State,06,California,535,FRACTURES OF HIP AND PELVIS WITH MCC,712,73979.375,12380.192416,10864.752809,2019
State,06,California,536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,2142,46829.553221,7456.6283847,6006.5406162,2019
State,06,California,537,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC",78,62696.589744,9110.2948718,7673.8076923,2019
State,06,California,538,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC",24,37060.916667,6691.5,5163.7083333,2019
State,06,California,539,OSTEOMYELITIS WITH MCC,218,110400.38073,20821.229358,18319.972477,2019
State,06,California,540,OSTEOMYELITIS WITH CC,289,72431.636678,14136.096886,11839.446367,2019
State,06,California,541,OSTEOMYELITIS WITHOUT CC/MCC,54,53293.703704,9844.1851852,7893.2037037,2019
State,06,California,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,686,104852.38338,18160.379009,15201.154519,2019
State,06,California,543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,1257,66263.221957,10584.804296,8881.486078,2019
State,06,California,544,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/M,371,50200.204852,7954.6576819,6260.4366577,2019
State,06,California,545,CONNECTIVE TISSUE DISORDERS WITH MCC,299,130305.23411,27096.280936,23761.177258,2019
State,06,California,546,CONNECTIVE TISSUE DISORDERS WITH CC,320,71059.85625,13977.409375,10245.71875,2019
State,06,California,547,CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,104,55953.096154,9044.4615385,7548.0288462,2019
State,06,California,548,SEPTIC ARTHRITIS WITH MCC,46,102378.56522,20665.630435,19022.043478,2019
State,06,California,549,SEPTIC ARTHRITIS WITH CC,101,67537.465347,12016.831683,10358.851485,2019
State,06,California,550,SEPTIC ARTHRITIS WITHOUT CC/MCC,40,45545.25,10722.975,8138.625,2019
State,06,California,551,MEDICAL BACK PROBLEMS WITH MCC,1204,97357.761628,15443.849668,13585.478405,2019
State,06,California,552,MEDICAL BACK PROBLEMS WITHOUT MCC,4640,60423.132759,9106.5681034,7372.825431,2019
State,06,California,553,BONE DISEASES AND ARTHROPATHIES WITH MCC,224,84598.258929,13980.9375,12340.709821,2019
State,06,California,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,858,47580.622378,8086.7564103,6453.5897436,2019
State,06,California,555,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,183,76044.36612,13906.278689,11776.153005,2019
State,06,California,556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,738,55816.132791,8104.2547425,6675.1544715,2019
State,06,California,557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",311,79603.4791,13576.215434,12080.019293,2019
State,06,California,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",701,53571.333809,8961.235378,7169.3994294,2019
State,06,California,559,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",284,94302.316901,17911.042254,15830.06338,2019
State,06,California,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",429,61348.585082,10395.473193,8900.1025641,2019
State,06,California,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",205,40722.585366,7965.4829268,6432.2829268,2019
State,06,California,562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",695,76853.958273,13465.706475,11906.58705,2019
State,06,California,563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",2251,52591.392714,8407.3816082,6800.6419369,2019
State,06,California,564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,379,94251.85752,16288.546174,14526.717678,2019
State,06,California,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,577,64961.469671,10614.873484,8758.6655113,2019
State,06,California,566,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITHOUT CC/MCC,150,58726.673333,8685.0466667,5691.6533333,2019
State,06,California,570,SKIN DEBRIDEMENT WITH MCC,232,137292.64655,27245.564655,25588.702586,2019
State,06,California,571,SKIN DEBRIDEMENT WITH CC,429,98924.079254,16579.95338,14554.710956,2019
State,06,California,572,SKIN DEBRIDEMENT WITHOUT CC/MCC,98,61478.928571,11352.755102,9465.7653061,2019
State,06,California,573,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH MCC,86,246780.24419,49891.069767,45348.534884,2019
State,06,California,574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,143,138021.98601,27363.538462,25189.440559,2019
State,06,California,575,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,27,73423.37037,16062.259259,14692.62963,2019
State,06,California,576,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH MCC,40,243362.5,54115.9,45197.675,2019
State,06,California,577,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH CC,145,150126.85517,29142.717241,25697.310345,2019
State,06,California,578,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,99,119082.81818,19688.919192,14652.050505,2019
State,06,California,579,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",446,183838.99327,31218.625561,27608.863229,2019
State,06,California,580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",871,96245.043628,16369.035591,14155.980482,2019
State,06,California,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",352,86690.042614,13787.110795,10821.375,2019
State,06,California,582,MASTECTOMY FOR MALIGNANCY WITH CC/MCC,75,111486.12,16284.373333,14438.8,2019
State,06,California,583,MASTECTOMY FOR MALIGNANCY WITHOUT CC/MCC,60,107585.85,13981.333333,12084.816667,2019
State,06,California,584,"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITH CC/MCC",60,125748.93333,21629.083333,17659.65,2019
State,06,California,585,"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITHOUT CC/MCC",88,113629.43182,17871.738636,13468.647727,2019
State,06,California,592,SKIN ULCERS WITH MCC,267,72744.865169,14503.651685,13038.546816,2019
State,06,California,593,SKIN ULCERS WITH CC,376,56533.558511,10827.869681,9409.6675532,2019
State,06,California,594,SKIN ULCERS WITHOUT CC/MCC,53,43646.962264,7841.6792453,6674.6415094,2019
State,06,California,595,MAJOR SKIN DISORDERS WITH MCC,101,107677.86139,20784.851485,18817.237624,2019
State,06,California,596,MAJOR SKIN DISORDERS WITHOUT MCC,252,63251.496032,10731.638889,9055.6904762,2019
State,06,California,597,MALIGNANT BREAST DISORDERS WITH MCC,121,108883.26446,17806.710744,16083.446281,2019
State,06,California,598,MALIGNANT BREAST DISORDERS WITH CC,108,76116,12426.037037,10458.888889,2019
State,06,California,600,NON-MALIGNANT BREAST DISORDERS WITH CC/MCC,68,59467.455882,10468.970588,8312.4558824,2019
State,06,California,601,NON-MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,34,44523.705882,6793.6176471,4973.1764706,2019
State,06,California,602,CELLULITIS WITH MCC,2262,71114.403183,13182.282935,11715.828912,2019
State,06,California,603,CELLULITIS WITHOUT MCC,7465,47870.55566,8558.3268587,6952.1707971,2019
State,06,California,604,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",369,83156.498645,14799.878049,13134.401084,2019
State,06,California,605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",1354,56769.932792,9276.0516987,7532.4844904,2019
State,06,California,606,MINOR SKIN DISORDERS WITH MCC,168,67710.738095,14496.678571,12273.559524,2019
State,06,California,607,MINOR SKIN DISORDERS WITHOUT MCC,451,50263.492239,8799.8957871,6911.1773836,2019
State,06,California,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,224,165016.80804,31335.691964,25638.361607,2019
State,06,California,615,ADRENAL AND PITUITARY PROCEDURES WITHOUT CC/MCC,110,99677.472727,18717.9,14047.872727,2019
State,06,California,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",216,222768.94444,38608.944444,35917.851852,2019
State,06,California,617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",1136,107847.96831,20165.129401,17112.805458,2019
State,06,California,619,O.R. PROCEDURES FOR OBESITY WITH MCC,49,166223.16327,32673.326531,29852.714286,2019
State,06,California,620,O.R. PROCEDURES FOR OBESITY WITH CC,218,97709.018349,17999.43578,15326.894495,2019
State,06,California,621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,723,83979.799447,15947.098202,12351.117566,2019
State,06,California,622,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",121,162286.58678,32065.157025,29885.710744,2019
State,06,California,623,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",427,91607.454333,17830.918033,15485.548009,2019
State,06,California,624,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",18,67745.333333,12163.5,10896.666667,2019
State,06,California,625,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH MCC",76,208929.76316,35884.065789,31374.421053,2019
State,06,California,626,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC",122,138256.91803,19986.655738,16176.245902,2019
State,06,California,627,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC",118,74388.033898,12759.288136,10127.466102,2019
State,06,California,628,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",252,203502.94048,40822.238095,33100.472222,2019
State,06,California,629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",497,121861.22334,21812.993964,19314.046278,2019
State,06,California,630,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITHOUT CC/MCC",22,100874,13784.590909,12301.409091,2019
State,06,California,637,DIABETES WITH MCC,2848,77618.187149,13531.819874,11995.340941,2019
State,06,California,638,DIABETES WITH CC,3882,54446.380989,9255.0417311,7659.4827409,2019
State,06,California,639,DIABETES WITHOUT CC/MCC,583,40696.492281,6886.6981132,5278.8233276,2019
State,06,California,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",7353,70016.749354,12130.157759,10627.734938,2019
State,06,California,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",6981,48027.16373,7772.8206561,6317.7189514,2019
State,06,California,642,INBORN AND OTHER DISORDERS OF METABOLISM,119,83860.008403,14346.857143,11968.10084,2019
State,06,California,643,ENDOCRINE DISORDERS WITH MCC,1162,95276.908778,15899.134251,13961.929432,2019
State,06,California,644,ENDOCRINE DISORDERS WITH CC,1169,62464.004277,10375.78272,8646.2814371,2019
State,06,California,645,ENDOCRINE DISORDERS WITHOUT CC/MCC,410,49851.773171,8138.3707317,6233.7804878,2019
State,06,California,652,KIDNEY TRANSPLANT,1088,428090.63603,48210.373162,37344.545956,2019
State,06,California,653,MAJOR BLADDER PROCEDURES WITH MCC,137,371849.32847,67646.554745,61697.875912,2019
State,06,California,654,MAJOR BLADDER PROCEDURES WITH CC,321,216783.51713,33805.161994,27876.563863,2019
State,06,California,655,MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,101,148869.48515,26029.158416,18653.980198,2019
State,06,California,656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,217,213539.02304,37991.705069,34156.599078,2019
State,06,California,657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,543,138407.07182,21676.6814,17500.93186,2019
State,06,California,658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,399,114990.13534,16346.135338,13074.155388,2019
State,06,California,659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,566,176184.27032,29011.60424,26198.189046,2019
State,06,California,660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,1119,103416.28239,15311.50849,12230.335121,2019
State,06,California,661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,745,73899.731544,10944.416107,8562.3342282,2019
State,06,California,662,MINOR BLADDER PROCEDURES WITH MCC,63,167020.38095,32841.206349,31203.412698,2019
State,06,California,663,MINOR BLADDER PROCEDURES WITH CC,126,90221.698413,15492.857143,14136.34127,2019
State,06,California,664,MINOR BLADDER PROCEDURES WITHOUT CC/MCC,46,67855.086957,12125.586957,9702.8478261,2019
State,06,California,665,PROSTATECTOMY WITH MCC,59,149344.89831,27698.474576,26552.813559,2019
State,06,California,666,PROSTATECTOMY WITH CC,124,108151.62903,16304.387097,14776.991935,2019
State,06,California,667,PROSTATECTOMY WITHOUT CC/MCC,28,57522.428571,9766.4642857,8480.0357143,2019
State,06,California,668,TRANSURETHRAL PROCEDURES WITH MCC,192,168466.18229,28602.989583,25803.364583,2019
State,06,California,669,TRANSURETHRAL PROCEDURES WITH CC,404,93667.126238,15474.648515,13347.982673,2019
State,06,California,670,TRANSURETHRAL PROCEDURES WITHOUT CC/MCC,118,63680.932203,9524.5762712,7875.5762712,2019
State,06,California,671,URETHRAL PROCEDURES WITH CC/MCC,26,85841.538462,16484.192308,13979.153846,2019
State,06,California,672,URETHRAL PROCEDURES WITHOUT CC/MCC,22,67699.090909,13841.727273,7662.2272727,2019
State,06,California,673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,1325,190611.25585,36191.839245,32616.876226,2019
State,06,California,674,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,600,131682.02167,23270.146667,20094.265,2019
State,06,California,675,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITHOUT CC/MCC,37,101318.94595,18058.648649,14199.486486,2019
State,06,California,682,RENAL FAILURE WITH MCC,8513,79975.463879,14333.607894,12786.534007,2019
State,06,California,683,RENAL FAILURE WITH CC,8531,54765.502286,9124.936467,7592.471457,2019
State,06,California,684,RENAL FAILURE WITHOUT CC/MCC,916,41837.610262,6571.4672489,5013.6582969,2019
State,06,California,686,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,155,139722.5871,22224.154839,19318.780645,2019
State,06,California,687,KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,221,67480.266968,11020.61991,9188.4570136,2019
State,06,California,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,6467,62302.192207,10477.536106,9091.309417,2019
State,06,California,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,9527,49162.071376,7834.3609741,6508.7728561,2019
State,06,California,693,URINARY STONES WITH MCC,124,74198.129032,13141.782258,11327.491935,2019
State,06,California,694,URINARY STONES WITHOUT MCC,549,46119.934426,7263.3843352,5704.3205829,2019
State,06,California,695,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,102,61682.54902,11188.794118,10198.098039,2019
State,06,California,696,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,401,40270.882793,6679.0448878,5512.6533666,2019
State,06,California,697,URETHRAL STRICTURE,36,49680.222222,9542.6666667,8048.7222222,2019
State,06,California,698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,6116,93689.588129,16104.474003,14327.529267,2019
State,06,California,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,2749,63816.550746,11320.03383,9240.4812659,2019
State,06,California,700,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,228,49634.27193,8275.6885965,6862.25,2019
State,06,California,707,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,359,125928.04178,18739.724234,14778.306407,2019
State,06,California,708,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,529,103751.6087,16712.727788,9138.8090737,2019
State,06,California,709,PENIS PROCEDURES WITH CC/MCC,44,156867.09091,27280.409091,24147.659091,2019
State,06,California,710,PENIS PROCEDURES WITHOUT CC/MCC,19,120106.73684,22019.789474,13468.684211,2019
State,06,California,711,TESTES PROCEDURES WITH CC/MCC,29,114562.82759,19542.758621,18175.724138,2019
State,06,California,713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,489,86192.067485,14315.666667,12074.588957,2019
State,06,California,714,TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,129,53689.193798,9756.0930233,7700.3565891,2019
State,06,California,715,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,38,104902.65789,20931.210526,18652.5,2019
State,06,California,716,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,15,107094.26667,18801.466667,10501.6,2019
State,06,California,717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,163,115045.89571,19847.202454,17359.460123,2019
State,06,California,718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,51,92751.45098,12579.588235,9419.6078431,2019
State,06,California,722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",83,101074.14458,18203.277108,15806.951807,2019
State,06,California,723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",132,69485.5,11649.871212,10376.204545,2019
State,06,California,725,BENIGN PROSTATIC HYPERTROPHY WITH MCC,81,61303.518519,11897.91358,10411.814815,2019
State,06,California,726,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,255,48193.839216,7853.2980392,6439.1764706,2019
State,06,California,727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,126,75578.222222,14294.190476,12838.103175,2019
State,06,California,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,300,49744.12,8558.2133333,6690.9066667,2019
State,06,California,729,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,46,59117.456522,10697.043478,9499.7391304,2019
State,06,California,730,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,11,45179.272727,6839.1818182,5546.1818182,2019
State,06,California,734,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",77,158065.49351,25877.649351,22808.272727,2019
State,06,California,735,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",53,115191.71698,13911.754717,11625.566038,2019
State,06,California,736,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,57,279296.96491,46850.947368,44059.298246,2019
State,06,California,737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,248,160205.1371,22734.379032,19438.245968,2019
State,06,California,738,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,47,100252.34043,16293.595745,12458.361702,2019
State,06,California,739,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,47,248989.55319,45379.06383,36412.680851,2019
State,06,California,740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,222,130564.8018,20153.135135,16785.36036,2019
State,06,California,741,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,181,90052.712707,13848.138122,11052.607735,2019
State,06,California,742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,359,108402.44011,17529.245125,14822.518106,2019
State,06,California,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,517,73179.116054,11506.199226,8980.1566731,2019
State,06,California,744,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",118,122247.55085,18921.016949,17224.966102,2019
State,06,California,745,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",18,103629.66667,12824.055556,11342.166667,2019
State,06,California,746,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",78,109324.33333,19526.653846,16423.025641,2019
State,06,California,747,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",75,71762.773333,11235.946667,7886.8933333,2019
State,06,California,748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,111,75715.576577,12559.846847,9920.5315315,2019
State,06,California,749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,67,201348.37313,35820.552239,29061.507463,2019
State,06,California,750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,12,105141,12242.5,9647.25,2019
State,06,California,754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",175,104556.64571,18771.142857,16388.262857,2019
State,06,California,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",218,75805.568807,11934.142202,10279.587156,2019
State,06,California,756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",32,99955.125,10960.9375,9501.4375,2019
State,06,California,757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",75,85287.333333,13957.96,12356.12,2019
State,06,California,758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",87,66335.482759,9970.3793103,8802.5057471,2019
State,06,California,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",22,45286.454545,7931.6818182,6832.9545455,2019
State,06,California,760,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,147,57293.122449,9331.6666667,8080.4081633,2019
State,06,California,761,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,27,35057.962963,6721.3703704,4593.7037037,2019
State,06,California,768,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,12,77872.25,15053.5,13872,2019
State,06,California,776,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,21,36543.428571,9714.9047619,8144,2019
State,06,California,783,CESAREAN SECTION WITH STERILIZATION WITH MCC,12,182813.5,33307.833333,29599.75,2019
State,06,California,784,CESAREAN SECTION WITH STERILIZATION WITH CC,20,55338.2,12968.1,10978.6,2019
State,06,California,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,15,39151.466667,7881.6666667,6492.7333333,2019
State,06,California,786,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,46,110736.45652,20809.26087,18139.76087,2019
State,06,California,787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,85,62364.705882,11696.988235,9940.8235294,2019
State,06,California,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,97,44565.618557,9623.7010309,7466.3092784,2019
State,06,California,799,SPLENECTOMY WITH MCC,29,467730.72414,70074.517241,65917.862069,2019
State,06,California,800,SPLENECTOMY WITH CC,14,276672.07143,33719.785714,29467.357143,2019
State,06,California,802,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,55,187264.67273,36083.054545,33742.509091,2019
State,06,California,803,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,65,119174.27692,20044,15469.384615,2019
State,06,California,804,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,43,80945.465116,13946.511628,10738.069767,2019
State,06,California,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,34,45475.617647,13753.5,9811.3529412,2019
State,06,California,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,110,37236.9,9410.7818182,7432.1090909,2019
State,06,California,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,180,26930.611111,7156.1055556,5564.1055556,2019
State,06,California,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,714,131972.09944,25445.396359,21547.112045,2019
State,06,California,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,1023,73639.829912,13366.865103,11135.782991,2019
State,06,California,810,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,129,59821.697674,10851.263566,9076.6356589,2019
State,06,California,811,RED BLOOD CELL DISORDERS WITH MCC,1929,81069.1493,13819.498704,12154.940902,2019
State,06,California,812,RED BLOOD CELL DISORDERS WITHOUT MCC,3192,57162.806391,9437.8468045,7767.4874687,2019
State,06,California,813,COAGULATION DISORDERS,1162,108190.82272,19513.69191,17425.684165,2019
